GROUP/CODE/NAME/YEAR/ANTIGEN/ANTIGEN_DESCRIPTION/COVERAGE_CATEGORY/COVERAGE_CATEGORY_DESCRIPTION/TARGET_NUMBER/DOSES/COVERAGE
COUNTRIES/AFG/Afghanistan/2008/DTPCV1/DTP-containing vaccine, 1st dose/ADMIN/Administrative coverage/NA/NA/NA
COUNTRIES/AFG/Afghanistan/2008/DTPCV3/DTP-containing vaccine, 3rd dose/ADMIN/Administrative coverage/1145444/969149/85
COUNTRIES/AFG/Afghanistan/2007/DTPCV1/DTP-containing vaccine, 1st dose/ADMIN/Administrative coverage/1083802/1009902/93
COUNTRIES/AFG/Afghanistan/2007/DTPCV3/DTP-containing vaccine, 3rd dose/ADMIN/Administrative coverage/1083802/898660/83
COUNTRIES/AFG/Afghanistan/2006/DTPCV3/DTP-containing vaccine, 3rd dose/ADMIN/Administrative coverage/1059772/736335/69
COUNTRIES/AFG/Afghanistan/2006/DTPCV1/DTP-containing vaccine, 1st dose/ADMIN/Administrative coverage/1059772/1120045/106
COUNTRIES/AFG/Afghanistan/2005/DTPCV1/DTP-containing vaccine, 1st dose/ADMIN/Administrative coverage/1045188/920635/88
COUNTRIES/AFG/Afghanistan/2005/DTPCV3/DTP-containing vaccine, 3rd dose/ADMIN/Administrative coverage/1045188/796256/76
COUNTRIES/AFG/Afghanistan/2004/DTPCV3/DTP-containing vaccine, 3rd dose/ADMIN/Administrative coverage/1002889/662398/66
COUNTRIES/AFG/Afghanistan/2004/DTPCV1/DTP-containing vaccine, 1st dose/ADMIN/Administrative coverage/1002889/801482/80
COUNTRIES/AFG/Afghanistan/2003/DTPCV1/DTP-containing vaccine, 1st dose/ADMIN/Administrative coverage/965857/630615/65
COUNTRIES/AFG/Afghanistan/2003/DTPCV3/DTP-containing vaccine, 3rd dose/ADMIN/Administrative coverage/965857/519867/53.8
COUNTRIES/AFG/Afghanistan/2002/DTPCV1/DTP-containing vaccine, 1st dose/ADMIN/Administrative coverage/943215/505361/57.9
COUNTRIES/AFG/Afghanistan/2002/DTPCV3/DTP-containing vaccine, 3rd dose/ADMIN/Administrative coverage/943215/448575/46.7
COUNTRIES/AFG/Afghanistan/2001/DTPCV3/DTP-containing vaccine, 3rd dose/ADMIN/Administrative coverage/747690/402993/54
COUNTRIES/AFG/Afghanistan/2001/DTPCV1/DTP-containing vaccine, 1st dose/ADMIN/Administrative coverage/747690/500642/67
COUNTRIES/AFG/Afghanistan/2000/DTPCV1/DTP-containing vaccine, 1st dose/ADMIN/Administrative coverage/901328/373578/41
COUNTRIES/AFG/Afghanistan/2000/DTPCV3/DTP-containing vaccine, 3rd dose/ADMIN/Administrative coverage/901328/276406/31
COUNTRIES/AFG/Afghanistan/2021/DTPCV3/DTP-containing vaccine, 3rd dose/OFFICIAL/Official coverage/NA/NA/81.24
COUNTRIES/AFG/Afghanistan/2021/DTPCV1/DTP-containing vaccine, 1st dose/OFFICIAL/Official coverage/NA/NA/93.43
COUNTRIES/AFG/Afghanistan/2020/DTPCV1/DTP-containing vaccine, 1st dose/OFFICIAL/Official coverage/NA/NA/97.22
COUNTRIES/AFG/Afghanistan/2020/DTPCV3/DTP-containing vaccine, 3rd dose/OFFICIAL/Official coverage/NA/NA/85.29
COUNTRIES/AFG/Afghanistan/2019/DTPCV3/DTP-containing vaccine, 3rd dose/OFFICIAL/Official coverage/NA/NA/86.66
COUNTRIES/AFG/Afghanistan/2019/DTPCV1/DTP-containing vaccine, 1st dose/OFFICIAL/Official coverage/NA/NA/94.43
COUNTRIES/AFG/Afghanistan/2018/DTPCV1/DTP-containing vaccine, 1st dose/OFFICIAL/Official coverage/NA/NA/100
COUNTRIES/AFG/Afghanistan/2018/DTPCV3/DTP-containing vaccine, 3rd dose/OFFICIAL/Official coverage/NA/NA/87
COUNTRIES/AFG/Afghanistan/2017/DTPCV1/DTP-containing vaccine, 1st dose/OFFICIAL/Official coverage/NA/NA/94
COUNTRIES/AFG/Afghanistan/2017/DTPCV3/DTP-containing vaccine, 3rd dose/OFFICIAL/Official coverage/NA/NA/81
COUNTRIES/AFG/Afghanistan/2016/DTPCV1/DTP-containing vaccine, 1st dose/OFFICIAL/Official coverage/NA/NA/92
COUNTRIES/AFG/Afghanistan/2016/DTPCV3/DTP-containing vaccine, 3rd dose/OFFICIAL/Official coverage/NA/NA/81.06
COUNTRIES/AFG/Afghanistan/2015/DTPCV3/DTP-containing vaccine, 3rd dose/OFFICIAL/Official coverage/NA/NA/98
COUNTRIES/AFG/Afghanistan/2015/DTPCV1/DTP-containing vaccine, 1st dose/OFFICIAL/Official coverage/NA/NA/109
COUNTRIES/AFG/Afghanistan/2014/DTPCV3/DTP-containing vaccine, 3rd dose/OFFICIAL/Official coverage/NA/NA/95
COUNTRIES/AFG/Afghanistan/2014/DTPCV1/DTP-containing vaccine, 1st dose/OFFICIAL/Official coverage/NA/NA/100
COUNTRIES/AFG/Afghanistan/2013/DTPCV3/DTP-containing vaccine, 3rd dose/OFFICIAL/Official coverage/NA/NA/90
COUNTRIES/AFG/Afghanistan/2013/DTPCV1/DTP-containing vaccine, 1st dose/OFFICIAL/Official coverage/NA/NA/98
COUNTRIES/AFG/Afghanistan/2012/DTPCV3/DTP-containing vaccine, 3rd dose/OFFICIAL/Official coverage/NA/NA/87
COUNTRIES/AFG/Afghanistan/2012/DTPCV1/DTP-containing vaccine, 1st dose/OFFICIAL/Official coverage/NA/NA/101
COUNTRIES/AFG/Afghanistan/2011/DTPCV3/DTP-containing vaccine, 3rd dose/OFFICIAL/Official coverage/NA/NA/82
COUNTRIES/AFG/Afghanistan/2011/DTPCV1/DTP-containing vaccine, 1st dose/OFFICIAL/Official coverage/NA/NA/94
COUNTRIES/AFG/Afghanistan/2010/DTPCV3/DTP-containing vaccine, 3rd dose/OFFICIAL/Official coverage/NA/NA/66
COUNTRIES/AFG/Afghanistan/2010/DTPCV1/DTP-containing vaccine, 1st dose/OFFICIAL/Official coverage/NA/NA/86
COUNTRIES/AFG/Afghanistan/2009/DTPCV1/DTP-containing vaccine, 1st dose/OFFICIAL/Official coverage/NA/NA/84
COUNTRIES/AFG/Afghanistan/2009/DTPCV3/DTP-containing vaccine, 3rd dose/OFFICIAL/Official coverage/NA/NA/63
COUNTRIES/AFG/Afghanistan/2008/DTPCV3/DTP-containing vaccine, 3rd dose/OFFICIAL/Official coverage/NA/NA/64
COUNTRIES/AFG/Afghanistan/2008/DTPCV1/DTP-containing vaccine, 1st dose/OFFICIAL/Official coverage/NA/NA/85
COUNTRIES/AFG/Afghanistan/2007/DTPCV3/DTP-containing vaccine, 3rd dose/OFFICIAL/Official coverage/NA/NA/63
COUNTRIES/AFG/Afghanistan/2007/DTPCV1/DTP-containing vaccine, 1st dose/OFFICIAL/Official coverage/NA/NA/84
COUNTRIES/AFG/Afghanistan/2006/DTPCV3/DTP-containing vaccine, 3rd dose/OFFICIAL/Official coverage/NA/NA/58
COUNTRIES/AFG/Afghanistan/2006/DTPCV1/DTP-containing vaccine, 1st dose/OFFICIAL/Official coverage/NA/NA/81
COUNTRIES/AFG/Afghanistan/2005/DTPCV3/DTP-containing vaccine, 3rd dose/OFFICIAL/Official coverage/NA/NA/58
COUNTRIES/AFG/Afghanistan/2005/DTPCV1/DTP-containing vaccine, 1st dose/OFFICIAL/Official coverage/NA/NA/80
COUNTRIES/AFG/Afghanistan/2004/DTPCV3/DTP-containing vaccine, 3rd dose/OFFICIAL/Official coverage/NA/NA/50
COUNTRIES/AFG/Afghanistan/2004/DTPCV1/DTP-containing vaccine, 1st dose/OFFICIAL/Official coverage/NA/NA/74
COUNTRIES/AFG/Afghanistan/2003/DTPCV1/DTP-containing vaccine, 1st dose/OFFICIAL/Official coverage/NA/NA/66
COUNTRIES/AFG/Afghanistan/2003/DTPCV3/DTP-containing vaccine, 3rd dose/OFFICIAL/Official coverage/NA/NA/41
COUNTRIES/AFG/Afghanistan/2002/DTPCV1/DTP-containing vaccine, 1st dose/OFFICIAL/Official coverage/NA/NA/62
COUNTRIES/AFG/Afghanistan/2002/DTPCV3/DTP-containing vaccine, 3rd dose/OFFICIAL/Official coverage/NA/NA/36
COUNTRIES/AFG/Afghanistan/2001/DTPCV1/DTP-containing vaccine, 1st dose/OFFICIAL/Official coverage/NA/NA/59
COUNTRIES/AFG/Afghanistan/2001/DTPCV3/DTP-containing vaccine, 3rd dose/OFFICIAL/Official coverage/NA/NA/33
COUNTRIES/AFG/Afghanistan/2000/DTPCV3/DTP-containing vaccine, 3rd dose/OFFICIAL/Official coverage/NA/NA/24
COUNTRIES/AFG/Afghanistan/2000/DTPCV1/DTP-containing vaccine, 1st dose/OFFICIAL/Official coverage/NA/NA/48
COUNTRIES/AFG/Afghanistan/2021/DTPCV1/DTP-containing vaccine, 1st dose/WUENIC/"WHO/UNICEF Estimates of National Immunization Coverage"/NA/NA/74
COUNTRIES/AFG/Afghanistan/2021/DTPCV3/DTP-containing vaccine, 3rd dose/WUENIC/"WHO/UNICEF Estimates of National Immunization Coverage"/NA/NA/66
COUNTRIES/AFG/Afghanistan/2020/DTPCV1/DTP-containing vaccine, 1st dose/WUENIC/"WHO/UNICEF Estimates of National Immunization Coverage"/NA/NA/78
COUNTRIES/AFG/Afghanistan/2020/DTPCV3/DTP-containing vaccine, 3rd dose/WUENIC/"WHO/UNICEF Estimates of National Immunization Coverage"/NA/NA/70
COUNTRIES/AFG/Afghanistan/2019/DTPCV1/DTP-containing vaccine, 1st dose/WUENIC/"WHO/UNICEF Estimates of National Immunization Coverage"/NA/NA/75
COUNTRIES/AFG/Afghanistan/2019/DTPCV3/DTP-containing vaccine, 3rd dose/WUENIC/"WHO/UNICEF Estimates of National Immunization Coverage"/NA/NA/72
COUNTRIES/AFG/Afghanistan/2018/DTPCV1/DTP-containing vaccine, 1st dose/WUENIC/"WHO/UNICEF Estimates of National Immunization Coverage"/NA/NA/81
COUNTRIES/AFG/Afghanistan/2018/DTPCV3/DTP-containing vaccine, 3rd dose/WUENIC/"WHO/UNICEF Estimates of National Immunization Coverage"/NA/NA/72
COUNTRIES/AFG/Afghanistan/2017/DTPCV1/DTP-containing vaccine, 1st dose/WUENIC/"WHO/UNICEF Estimates of National Immunization Coverage"/NA/NA/75
COUNTRIES/AFG/Afghanistan/2017/DTPCV3/DTP-containing vaccine, 3rd dose/WUENIC/"WHO/UNICEF Estimates of National Immunization Coverage"/NA/NA/66
COUNTRIES/AFG/Afghanistan/2016/DTPCV1/DTP-containing vaccine, 1st dose/WUENIC/"WHO/UNICEF Estimates of National Immunization Coverage"/NA/NA/73
COUNTRIES/AFG/Afghanistan/2016/DTPCV3/DTP-containing vaccine, 3rd dose/WUENIC/"WHO/UNICEF Estimates of National Immunization Coverage"/NA/NA/66
COUNTRIES/AFG/Afghanistan/2015/DTPCV1/DTP-containing vaccine, 1st dose/WUENIC/"WHO/UNICEF Estimates of National Immunization Coverage"/NA/NA/73
COUNTRIES/AFG/Afghanistan/2015/DTPCV3/DTP-containing vaccine, 3rd dose/WUENIC/"WHO/UNICEF Estimates of National Immunization Coverage"/NA/NA/64
COUNTRIES/AFG/Afghanistan/2014/DTPCV1/DTP-containing vaccine, 1st dose/WUENIC/"WHO/UNICEF Estimates of National Immunization Coverage"/NA/NA/73
COUNTRIES/AFG/Afghanistan/2014/DTPCV3/DTP-containing vaccine, 3rd dose/WUENIC/"WHO/UNICEF Estimates of National Immunization Coverage"/NA/NA/62
COUNTRIES/AFG/Afghanistan/2013/DTPCV1/DTP-containing vaccine, 1st dose/WUENIC/"WHO/UNICEF Estimates of National Immunization Coverage"/NA/NA/76
COUNTRIES/AFG/Afghanistan/2013/DTPCV3/DTP-containing vaccine, 3rd dose/WUENIC/"WHO/UNICEF Estimates of National Immunization Coverage"/NA/NA/64
COUNTRIES/AFG/Afghanistan/2012/DTPCV3/DTP-containing vaccine, 3rd dose/WUENIC/"WHO/UNICEF Estimates of National Immunization Coverage"/NA/NA/67
COUNTRIES/AFG/Afghanistan/2012/DTPCV1/DTP-containing vaccine, 1st dose/WUENIC/"WHO/UNICEF Estimates of National Immunization Coverage"/NA/NA/78
COUNTRIES/AFG/Afghanistan/2011/DTPCV3/DTP-containing vaccine, 3rd dose/WUENIC/"WHO/UNICEF Estimates of National Immunization Coverage"/NA/NA/68
COUNTRIES/AFG/Afghanistan/2011/DTPCV1/DTP-containing vaccine, 1st dose/WUENIC/"WHO/UNICEF Estimates of National Immunization Coverage"/NA/NA/78
COUNTRIES/AFG/Afghanistan/2010/DTPCV3/DTP-containing vaccine, 3rd dose/WUENIC/"WHO/UNICEF Estimates of National Immunization Coverage"/NA/NA/66
COUNTRIES/AFG/Afghanistan/2010/DTPCV1/DTP-containing vaccine, 1st dose/WUENIC/"WHO/UNICEF Estimates of National Immunization Coverage"/NA/NA/72
COUNTRIES/AFG/Afghanistan/2009/DTPCV3/DTP-containing vaccine, 3rd dose/WUENIC/"WHO/UNICEF Estimates of National Immunization Coverage"/NA/NA/63
COUNTRIES/AFG/Afghanistan/2009/DTPCV1/DTP-containing vaccine, 1st dose/WUENIC/"WHO/UNICEF Estimates of National Immunization Coverage"/NA/NA/72
COUNTRIES/AFG/Afghanistan/2008/DTPCV3/DTP-containing vaccine, 3rd dose/WUENIC/"WHO/UNICEF Estimates of National Immunization Coverage"/NA/NA/64
COUNTRIES/AFG/Afghanistan/2008/DTPCV1/DTP-containing vaccine, 1st dose/WUENIC/"WHO/UNICEF Estimates of National Immunization Coverage"/NA/NA/75
COUNTRIES/AFG/Afghanistan/2007/DTPCV3/DTP-containing vaccine, 3rd dose/WUENIC/"WHO/UNICEF Estimates of National Immunization Coverage"/NA/NA/63
COUNTRIES/AFG/Afghanistan/2007/DTPCV1/DTP-containing vaccine, 1st dose/WUENIC/"WHO/UNICEF Estimates of National Immunization Coverage"/NA/NA/76
COUNTRIES/AFG/Afghanistan/2006/DTPCV1/DTP-containing vaccine, 1st dose/WUENIC/"WHO/UNICEF Estimates of National Immunization Coverage"/NA/NA/75
COUNTRIES/AFG/Afghanistan/2006/DTPCV3/DTP-containing vaccine, 3rd dose/WUENIC/"WHO/UNICEF Estimates of National Immunization Coverage"/NA/NA/58
COUNTRIES/AFG/Afghanistan/2005/DTPCV3/DTP-containing vaccine, 3rd dose/WUENIC/"WHO/UNICEF Estimates of National Immunization Coverage"/NA/NA/58
COUNTRIES/AFG/Afghanistan/2005/DTPCV1/DTP-containing vaccine, 1st dose/WUENIC/"WHO/UNICEF Estimates of National Immunization Coverage"/NA/NA/76
COUNTRIES/AFG/Afghanistan/2004/DTPCV1/DTP-containing vaccine, 1st dose/WUENIC/"WHO/UNICEF Estimates of National Immunization Coverage"/NA/NA/72
COUNTRIES/AFG/Afghanistan/2004/DTPCV3/DTP-containing vaccine, 3rd dose/WUENIC/"WHO/UNICEF Estimates of National Immunization Coverage"/NA/NA/50
COUNTRIES/AFG/Afghanistan/2003/DTPCV3/DTP-containing vaccine, 3rd dose/WUENIC/"WHO/UNICEF Estimates of National Immunization Coverage"/NA/NA/41
COUNTRIES/AFG/Afghanistan/2003/DTPCV1/DTP-containing vaccine, 1st dose/WUENIC/"WHO/UNICEF Estimates of National Immunization Coverage"/NA/NA/66
COUNTRIES/AFG/Afghanistan/2002/DTPCV1/DTP-containing vaccine, 1st dose/WUENIC/"WHO/UNICEF Estimates of National Immunization Coverage"/NA/NA/62
COUNTRIES/AFG/Afghanistan/2002/DTPCV3/DTP-containing vaccine, 3rd dose/WUENIC/"WHO/UNICEF Estimates of National Immunization Coverage"/NA/NA/36
COUNTRIES/AFG/Afghanistan/2001/DTPCV1/DTP-containing vaccine, 1st dose/WUENIC/"WHO/UNICEF Estimates of National Immunization Coverage"/NA/NA/59
COUNTRIES/AFG/Afghanistan/2001/DTPCV3/DTP-containing vaccine, 3rd dose/WUENIC/"WHO/UNICEF Estimates of National Immunization Coverage"/NA/NA/33
COUNTRIES/AFG/Afghanistan/2000/DTPCV3/DTP-containing vaccine, 3rd dose/WUENIC/"WHO/UNICEF Estimates of National Immunization Coverage"/NA/NA/24
COUNTRIES/AFG/Afghanistan/2000/DTPCV1/DTP-containing vaccine, 1st dose/WUENIC/"WHO/UNICEF Estimates of National Immunization Coverage"/NA/NA/48
COUNTRIES/ALB/Albania/2021/DTPCV3/DTP-containing vaccine, 3rd dose/ADMIN/Administrative coverage/26203/25559/97.54
COUNTRIES/ALB/Albania/2021/DTPCV1/DTP-containing vaccine, 1st dose/ADMIN/Administrative coverage/26203/25718/98.15
COUNTRIES/ALB/Albania/2020/DTPCV3/DTP-containing vaccine, 3rd dose/ADMIN/Administrative coverage/28075/27644/98.46
COUNTRIES/ALB/Albania/2020/DTPCV1/DTP-containing vaccine, 1st dose/ADMIN/Administrative coverage/28075/27699/98.66
COUNTRIES/ALB/Albania/2019/DTPCV3/DTP-containing vaccine, 3rd dose/ADMIN/Administrative coverage/28064/27674/98.61
COUNTRIES/ALB/Albania/2019/DTPCV1/DTP-containing vaccine, 1st dose/ADMIN/Administrative coverage/28064/27730/98.81
COUNTRIES/ALB/Albania/2018/DTPCV3/DTP-containing vaccine, 3rd dose/ADMIN/Administrative coverage/29425/29066/98.78
COUNTRIES/ALB/Albania/2018/DTPCV1/DTP-containing vaccine, 1st dose/ADMIN/Administrative coverage/29425/29109/98.93
COUNTRIES/ALB/Albania/2017/DTPCV3/DTP-containing vaccine, 3rd dose/ADMIN/Administrative coverage/30369/30063/98.99
COUNTRIES/ALB/Albania/2017/DTPCV1/DTP-containing vaccine, 1st dose/ADMIN/Administrative coverage/30369/30203/99.45
COUNTRIES/ALB/Albania/2016/DTPCV1/DTP-containing vaccine, 1st dose/ADMIN/Administrative coverage/31435/31020/98.7
COUNTRIES/ALB/Albania/2016/DTPCV3/DTP-containing vaccine, 3rd dose/ADMIN/Administrative coverage/31435/30950/98.5
COUNTRIES/ALB/Albania/2015/DTPCV3/DTP-containing vaccine, 3rd dose/ADMIN/Administrative coverage/33032/32636/98
COUNTRIES/ALB/Albania/2015/DTPCV1/DTP-containing vaccine, 1st dose/ADMIN/Administrative coverage/33032/32735/98
COUNTRIES/ALB/Albania/2014/DTPCV1/DTP-containing vaccine, 1st dose/ADMIN/Administrative coverage/35083/34732/98.9
COUNTRIES/ALB/Albania/2014/DTPCV3/DTP-containing vaccine, 3rd dose/ADMIN/Administrative coverage/35083/34557/98.5
COUNTRIES/ALB/Albania/2013/DTPCV1/DTP-containing vaccine, 1st dose/ADMIN/Administrative coverage/36010/35775/99.3
COUNTRIES/ALB/Albania/2013/DTPCV3/DTP-containing vaccine, 3rd dose/ADMIN/Administrative coverage/36010/35660/99
COUNTRIES/ALB/Albania/2012/DTPCV1/DTP-containing vaccine, 1st dose/ADMIN/Administrative coverage/36232/35835/98.9
COUNTRIES/ALB/Albania/2012/DTPCV3/DTP-containing vaccine, 3rd dose/ADMIN/Administrative coverage/36232/35821/98.87
COUNTRIES/ALB/Albania/2011/DTPCV1/DTP-containing vaccine, 1st dose/ADMIN/Administrative coverage/35177/34879/99.2
COUNTRIES/ALB/Albania/2011/DTPCV3/DTP-containing vaccine, 3rd dose/ADMIN/Administrative coverage/34908/34582/99.1
COUNTRIES/ALB/Albania/2010/DTPCV1/DTP-containing vaccine, 1st dose/ADMIN/Administrative coverage/33891/33586/99.1
COUNTRIES/ALB/Albania/2010/DTPCV3/DTP-containing vaccine, 3rd dose/ADMIN/Administrative coverage/33891/33552/99
COUNTRIES/ALB/Albania/2009/DTPCV1/DTP-containing vaccine, 1st dose/ADMIN/Administrative coverage/33686/33334/99
COUNTRIES/ALB/Albania/2009/DTPCV3/DTP-containing vaccine, 3rd dose/ADMIN/Administrative coverage/33686/32941/97.8
COUNTRIES/ALB/Albania/2008/DTPCV1/DTP-containing vaccine, 1st dose/ADMIN/Administrative coverage/33294/32814/99
COUNTRIES/ALB/Albania/2008/DTPCV3/DTP-containing vaccine, 3rd dose/ADMIN/Administrative coverage/34097/33755/99
COUNTRIES/ALB/Albania/2007/DTPCV1/DTP-containing vaccine, 1st dose/ADMIN/Administrative coverage/35230/34701/98
COUNTRIES/ALB/Albania/2007/DTPCV3/DTP-containing vaccine, 3rd dose/ADMIN/Administrative coverage/35230/34666/98
COUNTRIES/ALB/Albania/2006/DTPCV3/DTP-containing vaccine, 3rd dose/ADMIN/Administrative coverage/37762/36717/97
COUNTRIES/ALB/Albania/2006/DTPCV1/DTP-containing vaccine, 1st dose/ADMIN/Administrative coverage/36942/36078/98
COUNTRIES/ALB/Albania/2005/DTPCV3/DTP-containing vaccine, 3rd dose/ADMIN/Administrative coverage/39453/38826/98.4
COUNTRIES/ALB/Albania/2005/DTPCV1/DTP-containing vaccine, 1st dose/ADMIN/Administrative coverage/38442/37872/99
COUNTRIES/ALB/Albania/2004/DTPCV3/DTP-containing vaccine, 3rd dose/ADMIN/Administrative coverage/41850/40729/97.3
COUNTRIES/ALB/Albania/2004/DTPCV1/DTP-containing vaccine, 1st dose/ADMIN/Administrative coverage/41238/40448/98.1
COUNTRIES/ALB/Albania/2003/DTPCV3/DTP-containing vaccine, 3rd dose/ADMIN/Administrative coverage/41110/39870/97
COUNTRIES/ALB/Albania/2003/DTPCV1/DTP-containing vaccine, 1st dose/ADMIN/Administrative coverage/44130/42902/97.2
COUNTRIES/ALB/Albania/2002/DTPCV3/DTP-containing vaccine, 3rd dose/ADMIN/Administrative coverage/54236/53026/98
COUNTRIES/ALB/Albania/2002/DTPCV1/DTP-containing vaccine, 1st dose/ADMIN/Administrative coverage/48005/47044/98
COUNTRIES/ALB/Albania/2001/DTPCV1/DTP-containing vaccine, 1st dose/ADMIN/Administrative coverage/50520/48874/96.7
COUNTRIES/ALB/Albania/2001/DTPCV3/DTP-containing vaccine, 3rd dose/ADMIN/Administrative coverage/50999/49918/97.8
COUNTRIES/ALB/Albania/2000/DTPCV1/DTP-containing vaccine, 1st dose/ADMIN/Administrative coverage/53044/50515/95.2
COUNTRIES/ALB/Albania/2000/DTPCV3/DTP-containing vaccine, 3rd dose/ADMIN/Administrative coverage/50009/48769/97.5
COUNTRIES/ALB/Albania/2021/DTPCV3/DTP-containing vaccine, 3rd dose/OFFICIAL/Official coverage/NA/NA/NA
COUNTRIES/ALB/Albania/2021/DTPCV1/DTP-containing vaccine, 1st dose/OFFICIAL/Official coverage/NA/NA/NA
COUNTRIES/ALB/Albania/2020/DTPCV3/DTP-containing vaccine, 3rd dose/OFFICIAL/Official coverage/NA/NA/98.46
COUNTRIES/ALB/Albania/2020/DTPCV1/DTP-containing vaccine, 1st dose/OFFICIAL/Official coverage/NA/NA/98.66
COUNTRIES/ALB/Albania/2019/DTPCV3/DTP-containing vaccine, 3rd dose/OFFICIAL/Official coverage/NA/NA/98.6
COUNTRIES/ALB/Albania/2019/DTPCV1/DTP-containing vaccine, 1st dose/OFFICIAL/Official coverage/NA/NA/98.8
COUNTRIES/ALB/Albania/2018/DTPCV1/DTP-containing vaccine, 1st dose/OFFICIAL/Official coverage/NA/NA/98.9
COUNTRIES/ALB/Albania/2018/DTPCV3/DTP-containing vaccine, 3rd dose/OFFICIAL/Official coverage/NA/NA/98.8
COUNTRIES/ALB/Albania/2017/DTPCV3/DTP-containing vaccine, 3rd dose/OFFICIAL/Official coverage/NA/NA/99
COUNTRIES/ALB/Albania/2017/DTPCV1/DTP-containing vaccine, 1st dose/OFFICIAL/Official coverage/NA/NA/99.5
COUNTRIES/ALB/Albania/2016/DTPCV3/DTP-containing vaccine, 3rd dose/OFFICIAL/Official coverage/NA/NA/98.5
COUNTRIES/ALB/Albania/2016/DTPCV1/DTP-containing vaccine, 1st dose/OFFICIAL/Official coverage/NA/NA/98.7
COUNTRIES/ALB/Albania/2015/DTPCV1/DTP-containing vaccine, 1st dose/OFFICIAL/Official coverage/NA/NA/99.1
